text	labels
Tetrandrine ( TET ) and fangchinoline ( FAN ) are two naturally occurring analogues with a bisbenzylisoquinoline structure .	B-Chemical O B-Chemical O O B-Chemical O B-Chemical O O O O O O O O B-Chemical O O
The present study was undertaken to investigate the effects of TET and FAN on the experimental thrombosis induced by collagen plus epinephrine ( EP ) in mice , and platelet aggregation and blood coagulation in vitro .	O O O O O O O O O O B-Chemical O B-Chemical O O O B-Disease O O O O B-Chemical O B-Chemical O O O O O B-Disease I-Disease O B-Disease I-Disease O O O
In the in vivo study , the administration ( 50 mg / kg , i . p . ) of TET and FAN in mice showed the inhibition of thrombosis by 55 % and 35 % , respectively , while acetylsalicylic acid ( ASA , 50 mg / kg , i . p . ) , a positive control , showed only 30 % inhibition .	O O O O O O O O O O O O O O O O O O O O B-Chemical O B-Chemical O O O O O O B-Disease O O O O O O O O O O B-Chemical I-Chemical O B-Chemical O O O O O O O O O O O O O O O O O O O O O O
In the vitro human platelet aggregations induced by the agonists used in tests , TET and FAN showed the inhibitions dose dependently .	O O O O B-Disease I-Disease O O O O O O O O B-Chemical O B-Chemical O O O O O O
In addition , neither TET nor FAN showed any anticoagulation activities in the measurement of the activated partial thromboplastin time ( APTT ) , prothrombin time ( PT ) and thrombin time ( TT ) using human - citrated plasma .	O O O O B-Chemical O B-Chemical O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
These results suggest that antithrombosis of TET and FAN in mice may be mainly related to the antiplatelet aggregation activities .	O O O O O O B-Chemical O B-Chemical O O O O O O O O O O O O
Angioedema due to ACE inhibitors : common and inadequately diagnosed .	B-Disease O O B-Chemical I-Chemical O O O O O O
The estimated incidence of angioedema during angiotensin - converting enzyme ( ACE ) inhibitor treatment is between 1 and 7 per thousand patients .	O O O O B-Disease O B-Chemical I-Chemical I-Chemical I-Chemical I-Chemical I-Chemical I-Chemical I-Chemical O O O O O O O O O O
This potentially serious adverse effect is often preceded by minor manifestations that may serve as a warning .	O O O O O O O O O O O O O O O O O O
Cocaine - induced mood disorder : prevalence rates and psychiatric symptoms in an outpatient cocaine - dependent sample .	B-Chemical O O B-Disease I-Disease O O O O B-Disease O O O O B-Chemical O O O O
This paper attempts to examine and compare prevalence rates and symptom patterns of DSM substance - induced and other mood disorders .	O O O O O O O O O O O O O O O O O O O B-Disease I-Disease O
243 cocaine - dependent outpatients with cocaine - induced mood disorder ( CIMD ) , other mood disorders , or no mood disorder were compared on measures of psychiatric symptoms .	O B-Chemical O O O O B-Chemical O O B-Disease I-Disease O B-Disease O O O B-Disease I-Disease O O O B-Disease I-Disease O O O O O B-Disease O O
The prevalence rate for CIMD was 12 % at baseline .	O O O O B-Disease O O O O O O
Introduction of the DSM - IV diagnosis of CIMD did not substantially affect rates of the other depressive disorders .	O O O O O O O O B-Disease O O O O O O O O B-Disease I-Disease O
Patients with CIMD had symptom severity levels between those of patients with and without a mood disorder .	O O B-Disease O O O O O O O O O O O O B-Disease I-Disease O
These findings suggest some validity for the new DSM - IV diagnosis of CIMD , but also suggest that it requires further specification and replication .	O O O O O O O O O O O O O B-Disease O O O O O O O O O O O O
Effect of fucoidan treatment on collagenase - induced intracerebral hemorrhage in rats .	O O B-Chemical O O O O O B-Disease I-Disease O O O
Inflammatory cells are postulated to mediate some of the brain damage following ischemic stroke .	O O O O O O O O O B-Disease I-Disease O B-Disease I-Disease O
Intracerebral hemorrhage is associated with more inflammation than ischemic stroke .	B-Disease I-Disease O O O O B-Disease O B-Disease I-Disease O
We tested the sulfated polysaccharide fucoidan , which has been reported to reduce inflammatory brain damage , in a rat model of intracerebral hemorrhage induced by injection of bacterial collagenase into the caudate nucleus .	O O O O O B-Chemical O O O O O O O O B-Disease I-Disease O O O O O O B-Disease I-Disease O O O O O O O O O O O
Rats were treated with seven day intravenous infusion of fucoidan ( 30 micrograms h - 1 ) or vehicle .	O O O O O O O O O B-Chemical O O O O O O O O O O
The hematoma was assessed in vivo by magnetic resonance imaging .	O B-Disease O O O O O O O O O
Motor behavior , passive avoidance , and skilled forelimb function were tested repeatedly for six weeks .	O O O O O O O O O O O O O O O O O
Fucoidan - treated rats exhibited evidence of impaired blood clotting and hemodilution , had larger hematomas , and tended to have less inflammation in the vicinity of the hematoma after three days .	B-Chemical O O O O O O B-Disease I-Disease I-Disease O B-Disease O O O B-Disease O O O O O O B-Disease O O O O O B-Disease O O O O
They showed significantly more rapid improvement of motor function in the first week following hemorrhage and better memory retention in the passive avoidance test .	O O O O O O O O O O O O O O B-Disease O O O O O O O O O O
Acute white matter edema and eventual neuronal loss in the striatum adjacent to the hematoma did not differ between the two groups .	O B-Disease I-Disease I-Disease O O B-Disease I-Disease O O O O O O B-Disease O O O O O O O O
Investigation of more specific anti - inflammatory agents and hemodiluting agents are warranted in intracerebral hemorrhage .	O O O O O O O O O O O O O O B-Disease I-Disease O
Recurarization in the recovery room .	O O O O O O
A case of recurarization in the recovery room is reported .	O O O O O O O O O O O
Accumulation of atracurium in the intravenous line led to recurarization after flushing the line in the recovery room .	O O B-Chemical O O O O O O O O O O O O O O O O
A respiratory arrest with severe desaturation and bradycardia occurred .	O B-Disease I-Disease O O B-Disease O B-Disease O O
Circumstances leading to this event and the mechanisms enabling a neuromuscular blockade to occur , following the administration of a small dose of relaxant , are discussed .	O O O O O O O O O O B-Disease I-Disease O O O O O O O O O O O O O O O O
The haemodynamic effects of propofol in combination with ephedrine in elderly patients ( ASA groups 3 and 4 ) .	O O O O B-Chemical O O O B-Chemical O O O O O O O O O O O
The marked vasodilator and negative inotropic effects of propofol are disadvantages in frail elderly patients .	O O O O O O O O B-Chemical O O O O O O O
We investigated the safety and efficacy of adding different doses of ephedrine to propofol in order to obtund the hypotensive response .	O O O O O O O O O O O B-Chemical O B-Chemical O O O O O B-Disease O O
The haemodynamic effects of adding 15 , 20 or 25 mg of ephedrine to 200 mg of propofol were compared to control in 40 ASA 3 / 4 patients over 60 years presenting for genito - urinary surgery .	O O O O O O O O O O O O B-Chemical O O O O B-Chemical O O O O O O O O O O O O O O O O O O O O O
The addition of ephedrine to propofol appears to be an effective method of obtunding the hypotensive response to propofol at all doses used in this study .	O O O B-Chemical O B-Chemical O O O O O O O O O B-Disease O O B-Chemical O O O O O O O O
However , marked tachycardia associated with the use of ephedrine in combination with propofol occurred in the majority of patients , occasionally reaching high levels in individual patients .	O O O B-Disease O O O O O B-Chemical O O O B-Chemical O O O O O O O O O O O O O O O
Due to the risk of this tachycardia inducing myocardial ischemia , we would not recommend the use in elderly patients of any of the ephedrine / propofol / mixtures studied .	O O O O O O B-Disease O B-Disease I-Disease O O O O O O O O O O O O O O B-Chemical O B-Chemical O O O O
Gemcitabine plus vinorelbine in nonsmall cell lung carcinoma patients age 70 years or older or patients who cannot receive cisplatin .	B-Chemical O B-Chemical O B-Disease I-Disease I-Disease I-Disease O O O O O O O O O O O B-Chemical O
Oncopaz Cooperative Group .	O O O O
BACKGROUND : Although the prevalence of nonsmall cell lung carcinoma ( NSCLC ) is high among elderly patients , few data are available regarding the efficacy and toxicity of chemotherapy in this group of patients .	O O O O O O B-Disease I-Disease I-Disease I-Disease O B-Disease O O O O O O O O O O O O O O O B-Disease O O O O O O O O
Recent reports indicate that single agent therapy with vinorelbine ( VNB ) or gemcitabine ( GEM ) may obtain a response rate of 20 - 30 % in elderly patients , with acceptable toxicity and improvement in symptoms and quality of life .	O O O O O O O O B-Chemical O B-Chemical O O B-Chemical O B-Chemical O O O O O O O O O O O O O O O O O B-Disease O O O O O O O O O
In the current study the efficacy and toxicity of the combination of GEM and VNB in elderly patients with advanced NSCLC or those with some contraindication to receiving cisplatin were assessed .	O O O O O O O B-Disease O O O O B-Chemical O B-Chemical O O O O O B-Disease O O O O O O O B-Chemical O O O
METHODS : Forty - nine patients with advanced NSCLC were included , 38 of whom were age > / = 70 years and 11 were age < 70 years but who had some contraindication to receiving cisplatin .	O O O O O O O O B-Disease O O O O O O O O O O O O O O O O O O O O O O O O O O O B-Chemical O
All patients were evaluable for response and toxicity .	O O O O O O O B-Disease O
Treatment was comprised of VNB , 25 mg / m ( 2 ) , plus GEM , 1000 mg / m ( 2 ) , both on Days 1 , 8 , and 15 every 28 days .	O O O O B-Chemical O O O O O O O O O O B-Chemical O O O O O O O O O O O O O O O O O O O O O O
Patients received a minimum of three courses unless progressive disease was detected .	O O O O O O O O O O O O O
RESULTS : One hundred sixty - five courses were administered , with a median of 3 .	O O O O O O O O O O O O O O O O O
6 courses per patient .	O O O O O
The overall response rate was 26 % ( 95 % confidence interval , 15 - 41 % ) .	O O O O O O O O O O O O O O O O O O O
Two patients attained a complete response ( 4 % ) and 11 patients ( 22 % ) achieved a partial response .	O O O O O O O O O O O O O O O O O O O O O O
Eastern Cooperative Oncology Group performance status improved in 35 % of those patients with an initial value > 0 , whereas relief of at least 1 symptom without worsening of other symptoms was noted in 27 patients ( 55 % ) .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
The median time to progression was 16 weeks and the 1 - year survival rate was 33 % .	O O O O O O O O O O O O O O O O O O O
Toxicity was mild .	B-Disease O O O
Six patients ( 12 % ) had World Health Organization Grade 3 - 4 neutropenia , 2 patients ( 4 % ) had Grade 3 - 4 thrombocytopenia , and 2 patients ( 4 % ) had Grade 3 neurotoxicity .	O O O O O O O O O O O O O O B-Disease O O O O O O O O O O O O B-Disease O O O O O O O O O O O B-Disease O
Three patients with severe neutropenia ( 6 % ) died of sepsis .	O O O O B-Disease O O O O O O B-Disease O
The median age of those patients developing Grade 3 - 4 neutropenia was significantly higher than that of the remaining patients ( 75 years vs . 72 years ; P = 0 . 047 ) .	O O O O O O O O O O O B-Disease O O O O O O O O O O O O O O O O O O O O O O O O
CONCLUSIONS : The combination of GEM and VNB is moderately active and well tolerated except in patients age > / = 75 years .	O O O O O B-Chemical O B-Chemical O O O O O O O O O O O O O O O O
This age group had an increased risk of myelosuppression .	O O O O O O O O B-Disease O
Therefore the prophylactic use of granulocyte - colony stimulating factor should be considered with this treatment .	O O O O O O O O O O O O O O O O O
New chemotherapy combinations with higher activity and lower toxicity are needed for elderly patients with advanced NSCLC .	O O O O O O O O B-Disease O O O O O O O B-Disease O
A selective dopamine D4 receptor antagonist , NRA0160 : a preclinical neuropharmacological profile .	O O B-Chemical O O O O B-Chemical O O O O O O
NRA0160 , 5 - [ 2 - ( 4 - ( 3 - fluorobenzylidene ) piperidin - 1 - yl ) ethyl ] - 4 - ( 4 - fluorophenyl ) thiazole - 2 - carboxamide , has a high affinity for human cloned dopamine D4 . 2 , D4 . 4 and D4 . 7 receptors , with Ki values of 0 . 5 , 0 . 9 and 2 . 7 nM , respectively .	B-Chemical O B-Chemical I-Chemical I-Chemical I-Chemical I-Chemical I-Chemical I-Chemical I-Chemical I-Chemical I-Chemical I-Chemical I-Chemical I-Chemical I-Chemical I-Chemical I-Chemical I-Chemical I-Chemical I-Chemical I-Chemical I-Chemical I-Chemical I-Chemical I-Chemical I-Chemical I-Chemical I-Chemical I-Chemical I-Chemical I-Chemical I-Chemical I-Chemical I-Chemical I-Chemical O O O O O O O O B-Chemical O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
NRA0160 is over 20 , 000fold more potent at the dopamine D4 . 2 receptor compared with the human cloned dopamine D2L receptor .	B-Chemical O O O O O O O O O B-Chemical O O O O O O O O O B-Chemical O O O
NRA0160 has negligible affinity for the human cloned dopamine D3 receptor ( Ki = 39 nM ) , rat serotonin ( 5 - HT ) 2A receptors ( Ki = 180 nM ) and rat alpha1 adrenoceptor ( Ki = 237 nM ) .	B-Chemical O O O O O O O B-Chemical O O O O O O O O O O B-Chemical O B-Chemical I-Chemical I-Chemical O O O O O O O O O O O O O O O O O O O O
NRA0160 and clozapine antagonized locomotor hyperactivity induced by methamphetamine ( MAP ) in mice .	B-Chemical O B-Chemical O O B-Disease O O B-Chemical O B-Chemical O O O O
NRA0160 and clozapine antagonized MAP - induced stereotyped behavior in mice , although their effects did not exceed 50 % inhibition , even at the highest dose given .	B-Chemical O B-Chemical O B-Chemical O O O O O O O O O O O O O O O O O O O O O O O O
NRA0160 and clozapine significantly induced catalepsy in rats , although their effects did not exceed 50 % induction even at the highest dose given .	B-Chemical O B-Chemical O O B-Disease O O O O O O O O O O O O O O O O O O O
NRA0160 and clozapine significantly reversed the disruption of prepulse inhibition ( PPI ) in rats produced by apomorphine .	B-Chemical O B-Chemical O O O O O O O O O O O O O O B-Chemical O
NRA0160 and clozapine significantly shortened the phencyclidine ( PCP ) - induced prolonged swimming latency in rats in a water maze task .	B-Chemical O B-Chemical O O O B-Chemical O B-Chemical O O O O O O O O O O O O O O
These findings suggest that NRA0160 may have unique antipsychotic activities without the liability of motor side effects typical of classical antipsychotics .	O O O O B-Chemical O O O O O O O O O O O O O O O O O
Warfarin - induced artery calcification is accelerated by growth and vitamin D .	B-Chemical O O B-Disease I-Disease O O O O O B-Chemical I-Chemical O
The present studies demonstrate that growth and vitamin D treatment enhance the extent of artery calcification in rats given sufficient doses of Warfarin to inhibit gamma - carboxylation of matrix Gla protein , a calcification inhibitor known to be expressed by smooth muscle cells and macrophages in the artery wall .	O O O O O O O B-Chemical I-Chemical O O O O O B-Disease I-Disease O O O O O O B-Chemical O O O O O O O O O O O B-Disease O O O O O O O O O O O O O O O O
The first series of experiments examined the influence of age and growth status on artery calcification in Warfarin - treated rats .	O O O O O O O O O O O O O O B-Disease I-Disease O B-Chemical O O O O
Treatment for 2 weeks with Warfarin caused massive focal calcification of the artery media in 20 - day - old rats and less extensive focal calcification in 42 - day - old rats .	O O O O O B-Chemical O O O B-Disease I-Disease I-Disease I-Disease O O O O O O O O O O O O B-Disease O O O O O O O O
In contrast , no artery calcification could be detected in 10 - month - old adult rats even after 4 weeks of Warfarin treatment .	O O O O B-Disease I-Disease O O O O O O O O O O O O O O O O B-Chemical O O
To directly examine the importance of growth to Warfarin - induced artery calcification in animals of the same age , 20 - day - old rats were fed for 2 weeks either an ad libitum diet or a 6 - g / d restricted diet that maintains weight but prevents growth .	O O O O O O O O B-Chemical O O B-Disease I-Disease O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Concurrent treatment of both dietary groups with Warfarin produced massive focal calcification of the artery media in the ad libitum - fed rats but no detectable artery calcification in the restricted - diet , growth - inhibited group .	O O O O O O O B-Chemical O O O B-Disease I-Disease I-Disease I-Disease O O O O O O O O O O O B-Disease I-Disease O O O O O O O O O O O
Although the explanation for the association between artery calcification and growth status cannot be determined from the present study , there was a relationship between higher serum phosphate and susceptibility to artery calcification , with 30 % higher levels of serum phosphate in young , ad libitum - fed rats compared with either of the groups that was resistant to Warfarin - induced artery calcification , ie , the 10 - month - old rats and the restricted - diet , growth - inhibited young rats .	O O O O O O O B-Disease I-Disease O O O O O O O O O O O O O O O O O O B-Chemical O O O B-Disease I-Disease O O O O O O O O B-Chemical O O O O O O O O O O O O O O O O O O B-Chemical O O B-Disease I-Disease O O O O O O O O O O O O O O O O O O O O O O
This observation suggests that increased susceptibility to Warfarin - induced artery calcification could be related to higher serum phosphate levels .	O O O O O O O B-Chemical O O B-Disease I-Disease O O O O O O B-Chemical O O
The second set of experiments examined the possible synergy between vitamin D and Warfarin in artery calcification .	O O O O O O O O O O B-Chemical I-Chemical O B-Chemical O B-Disease I-Disease O
High doses of vitamin D are known to cause calcification of the artery media in as little as 3 to 4 days .	O O O B-Chemical I-Chemical O O O O B-Disease I-Disease I-Disease I-Disease O O O O O O O O O O
High doses of the vitamin K antagonist Warfarin are also known to cause calcification of the artery media , but at treatment times of 2 weeks or longer yet not at 1 week .	O O O O B-Chemical I-Chemical O B-Chemical O O O O O B-Disease I-Disease I-Disease I-Disease O O O O O O O O O O O O O O O O O
In the current study , we investigated the synergy between these 2 treatments and found that concurrent Warfarin administration dramatically increased the extent of calcification in the media of vitamin D - treated rats at 3 and 4 days .	O O O O O O O O O O O O O O O O O B-Chemical O O O O O O B-Disease O O O O B-Chemical I-Chemical O O O O O O O O O
There was a close parallel between the effect of vitamin D dose on artery calcification and the effect of vitamin D dose on the elevation of serum calcium , which suggests that vitamin D may induce artery calcification through its effect on serum calcium .	O O O O O O O O O B-Chemical I-Chemical O O B-Disease I-Disease O O O O B-Chemical I-Chemical O O O O O O B-Chemical O O O O B-Chemical I-Chemical O O B-Disease I-Disease O O O O O B-Chemical O
Because Warfarin treatment had no effect on the elevation in serum calcium produced by vitamin D , the synergy between Warfarin and vitamin D is probably best explained by the hypothesis that Warfarin inhibits the activity of matrix Gla protein as a calcification inhibitor .	O B-Chemical O O O O O O O O O B-Chemical O O B-Chemical I-Chemical O O O O B-Chemical O B-Chemical I-Chemical O O O O O O O O B-Chemical O O O O O O O O O B-Disease O O
High levels of matrix Gla protein are found at sites of artery calcification in rats treated with vitamin D plus Warfarin , and chemical analysis showed that the protein that accumulated was indeed not gamma - carboxylated .	O O O O O O O O O O O B-Disease I-Disease O O O O B-Chemical I-Chemical O B-Chemical O O O O O O O O O O O O O B-Chemical I-Chemical I-Chemical O
These observations indicate that although the gamma - carboxyglutamate residues of matrix Gla protein are apparently required for its function as a calcification inhibitor , they are not required for its accumulation at calcification sites .	O O O O O O B-Chemical I-Chemical I-Chemical O O O O O O O O O O O O O B-Disease O O O O O O O O O O B-Disease O O
Test conditions influence the response to a drug challenge in rodents .	O O O O O O O O O O O O
These studies were conducted to examine the differential response to a drug challenge under varied experimental test conditions routinely employed to study drug - induced behavioral and neurophysiological responses in rodents .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Apomorphine , a nonselective dopamine agonist , was selected due to its biphasic behavioral effects , its ability to induce hypothermia , and to produce distinct changes to dopamine turnover in the rodent brain .	B-Chemical O O O B-Chemical I-Chemical O O O O O O O O O O O O O O B-Disease O O O O O O O B-Chemical O O O O O O
From such experiments there is evidence that characterization and detection of apomorphine - induced activity in rodents critically depends upon the test conditions employed .	O O O O O O O O O O O B-Chemical O O O O O O O O O O O O O
In rats , detection of apomorphine - induced hyperactivity was facilitated by a period of acclimatization to the test conditions .	O O O O O B-Chemical O O B-Disease O O O O O O O O O O O O
Moreover , test conditions can impact upon other physiological responses to apomorphine such as drug - induced hypothermia .	O O O O O O O O O O O B-Chemical O O O O O B-Disease O
In mice , apomorphine produced qualitatively different responses under novel conditions when compared to those behaviors elicited in the home test cage .	O O O B-Chemical O O O O O O O O O O O O O O O O O O O
Drug - induced gross activity counts were increased in the novel exploratory box only , while measures of stereotypic behavior were similar in both .	O O O O O O O O O O O O O O O O O O O O O O O O O
By contrast , apomorphine - induced locomotion was more prominent in the novel exploratory box .	O O O B-Chemical O O O O O O O O O O O O
Dopamine turnover ratios ( DOPAC : DA and HVA : DA ) were found to be lower in those animals exposed to the exploratory box when compared to their home cage counterparts .	B-Chemical O O O B-Chemical O B-Chemical O B-Chemical O B-Chemical O O O O O O O O O O O O O O O O O O O O O O
However , apomorphine - induced reductions in striatal dopamine turnover were detected in both novel and home cage environments .	O O B-Chemical O O O O O B-Chemical O O O O O O O O O O O
The implications of these findings are discussed with particular emphasis upon conducting psychopharmacological challenge tests in rodents .	O O O O O O O O O O O O O O O O O O
Hemolysis of human erythrocytes induced by tamoxifen is related to disruption of membrane structure .	B-Disease O O O O O B-Chemical O O O O O O O O
Tamoxifen ( TAM ) , the antiestrogenic drug most widely prescribed in the chemotherapy of breast cancer , induces changes in normal discoid shape of erythrocytes and hemolytic anemia .	B-Chemical O B-Chemical O O O O O O O O O O O O B-Disease I-Disease O O O O O O O O O O B-Disease I-Disease O
This work evaluates the effects of TAM on isolated human erythrocytes , attempting to identify the underlying mechanisms on TAM - induced hemolytic anemia and the involvement of biomembranes in its cytostatic action mechanisms .	O O O O O O B-Chemical O O O O O O O O O O O O B-Chemical O O B-Disease I-Disease O O O O O O O O O O O
TAM induces hemolysis of erythrocytes as a function of concentration .	B-Chemical O B-Disease O O O O O O O O
The extension of hemolysis is variable with erythrocyte samples , but 12 . 5 microM TAM induces total hemolysis of all tested suspensions .	O O O B-Disease O O O O O O O O O O O B-Chemical O O B-Disease O O O O O
Despite inducing extensive erythrocyte lysis , TAM does not shift the osmotic fragility curves of erythrocytes .	O O O O O O B-Chemical O O O O O O O O O O
The hemolytic effect of TAM is prevented by low concentrations of alpha - tocopherol ( alpha - T ) and alpha - tocopherol acetate ( alpha - TAc ) ( inactivated functional hydroxyl ) indicating that TAM - induced hemolysis is not related to oxidative membrane damage .	O B-Disease O O B-Chemical O O O O O O B-Chemical I-Chemical I-Chemical O B-Chemical I-Chemical I-Chemical O O B-Chemical I-Chemical I-Chemical I-Chemical O B-Chemical I-Chemical I-Chemical O O O O B-Chemical O O O B-Chemical O O B-Disease O O O O O O O O
This was further evidenced by absence of oxygen consumption and hemoglobin oxidation both determined in parallel with TAM - induced hemolysis .	O O O O O O O B-Chemical O O O O O O O O O B-Chemical O O B-Disease O
Furthermore , it was observed that TAM inhibits the peroxidation of human erythrocytes induced by AAPH , thus ruling out TAM - induced cell oxidative stress .	O O O O O O B-Chemical O O O O O O O O B-Chemical O O O O B-Chemical O O O O O O
Hemolysis caused by TAM was not preceded by the leakage of K ( + ) from the cells , also excluding a colloid - osmotic type mechanism of hemolysis , according to the effects on osmotic fragility curves .	B-Disease O O B-Chemical O O O O O O O B-Chemical O O O O O O O O O O O O O O O O B-Disease O O O O O O O O O O
However , TAM induces release of peripheral proteins of membrane - cytoskeleton and cytosol proteins essentially bound to band 3 .	O O B-Chemical O O O O O O O O O O O O O O O O O O
Either alpha - T or alpha - TAc increases membrane packing and prevents TAM partition into model membranes .	O B-Chemical I-Chemical I-Chemical O B-Chemical I-Chemical I-Chemical O O O O O B-Chemical O O O O O
These effects suggest that the protection from hemolysis by tocopherols is related to a decreased TAM incorporation in condensed membranes and the structural damage of the erythrocyte membrane is consequently avoided .	O O O O O O O B-Disease O B-Chemical O O O O O B-Chemical O O O O O O O O O O O O O O O O
Therefore , TAM - induced hemolysis results from a structural perturbation of red cell membrane , leading to changes in the framework of the erythrocyte membrane and its cytoskeleton caused by its high partition in the membrane .	O O B-Chemical O O B-Disease O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
These defects explain the abnormal erythrocyte shape and decreased mechanical stability promoted by TAM , resulting in hemolytic anemia .	O O O O O O O O O O O O O B-Chemical O O O B-Disease I-Disease O
Additionally , since membrane leakage is a final stage of cytotoxicity , the disruption of the structural characteristics of biomembranes by TAM may contribute to the multiple mechanisms of its anticancer action .	O O O O O O O O O O O O O O O O O O O O O B-Chemical O O O O O O O O O O O
Changes of sodium and ATP affinities of the cardiac ( Na , K ) - ATPase during and after nitric oxide deficient hypertension .	O O B-Chemical O B-Chemical O O O O O B-Chemical O B-Chemical O O O O O O B-Chemical I-Chemical O B-Disease O
In the cardiovascular system , NO is involved in the regulation of a variety of functions .	O O O O O B-Chemical O O O O O O O O O O O
Inhibition of NO synthesis induces sustained hypertension .	O O B-Chemical O O O B-Disease O
In several models of hypertension , elevation of intracellular sodium level was documented in cardiac tissue .	O O O O B-Disease O O O O B-Chemical O O O O O O O
To assess the molecular basis of disturbances in transmembraneous transport of Na + , we studied the response of cardiac ( Na , K ) - ATPase to NO - deficient hypertension induced in rats by NO - synthase inhibition with 40 mg / kg / day N ( G ) - nitro - L - arginine methyl ester ( L - NAME ) for 4 four weeks .	O O O O O O O O O O O B-Chemical O O O O O O O O O B-Chemical O B-Chemical O O O O B-Chemical O O B-Disease O O O O B-Chemical O O O O O O O O O O B-Chemical I-Chemical I-Chemical I-Chemical I-Chemical I-Chemical I-Chemical I-Chemical I-Chemical I-Chemical I-Chemical I-Chemical O B-Chemical I-Chemical I-Chemical O O O O O O
After 4 - week administration of L - NAME , the systolic blood pressure ( SBP ) increased by 36 % .	O O O O O O B-Chemical I-Chemical I-Chemical O O O O O O O O O O O O O
Two weeks after terminating the treatment , the SBP recovered to control value .	O O O O O O O O O O O O O O
When activating the ( Na , K ) - ATPase with its substrate ATP , no changes in Km and Vmax values were observed in NO - deficient rats .	O O O O B-Chemical O B-Chemical O O O O O O B-Chemical O O O O O O O O O O O B-Chemical O O O O
